Platform,dummy_HBO,id,title,exclusive,type,dummy_movie,description,release_year,L10Y_vs_old,L10Y_vs_old dummy,release_year_segments,age_certification,age_certification_segments,dummy_mature,dummy_NR,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
HBO Max,1,ts465,Black Dynamite,exclusive,SHOW,0,"Black Dynamite is an American animated television series based on the 2009 film of the same name, although the series follows a separate continuity, with some back-references to the film. The series was announced shortly after the release of the film, the 10-minute pilot episode was released on Adult Swim Video on August 8, 2011, and the full series premiered on Cartoon Network's late night programming block, Adult Swim, on July 15, 2012. Michael Jai White, Byron Minns, Tommy Davidson and Kym Whitley reprise their film roles as Black Dynamite, Bullhorn, Cream Corn and Honeybee, respectively.",2012,Old,0,New,TV-MA,mature,1,0,24,"['action', 'comedy', 'crime', 'drama', 'animation']",['US'],2,tt1608383,8.1,4438,17.757,7.6
Netflix,0,tm361746,Ophelia,exclusive,MOVIE,1,"Ophelia comes of age as lady-in-waiting for Queen Gertrude, and her singular spirit captures Hamlet's affections. As lust and betrayal threaten the kingdom, Ophelia finds herself trapped between true love and controlling her own destiny.",2019,L10Y,1,New,PG-13,mature,1,0,114,"['drama', 'romance', 'history', 'war', 'thriller']","['GB', 'US']",,tt5690870,6.6,10357,17.715,7.3
HBO Max,1,tm173513,Extremely Loud & Incredibly Close,exclusive,MOVIE,1,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",2011,Old,0,New,PG-13,mature,1,0,129,['drama'],['US'],,tt0477302,6.9,101291,17.697,7
HBO Max,1,ts20698,Martin,exclusive,SHOW,0,"Sassy sitcom centering on radio and television personality Martin Payne. Series focuses on his romantic relationship with girlfriend Gina, her best friend Pam and escapades with best friends Tommy and Cole.",1992,Old,0,New,TV-PG,youth,0,0,23,"['drama', 'comedy', 'romance', 'family']",['US'],6,tt0103488,7.4,9211,17.691,7.8
HBO Max,1,tm175024,Blood Ties,exclusive,MOVIE,1,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",2013,L10Y,1,New,R,mature,1,0,128,"['thriller', 'action', 'crime', 'drama', 'european']","['FR', 'US']",,tt1747958,6.5,19923,17.684,6.1
HBO Max,1,tm9301,Sleeping with the Enemy,exclusive,MOVIE,1,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",1991,Old,0,New,R,mature,1,0,99,"['drama', 'crime', 'thriller']",['US'],,tt0102945,6.2,56517,17.682,6.4
Netflix,0,tm83786,Like Stars on Earth,exclusive,MOVIE,1,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",2007,Old,0,New,PG,youth,0,0,165,"['drama', 'family']",['IN'],,tt0986264,8.3,189685,17.66,8.012
Netflix,0,ts88469,Undercover,exclusive,SHOW,0,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,2019,L10Y,1,New,TV-MA,mature,1,0,49,"['drama', 'crime', 'thriller']",['BE'],3,tt7263154,7.8,17005,17.659,8
Netflix,0,ts93054,Trinkets,exclusive,SHOW,0,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.,2019,L10Y,1,New,TV-MA,mature,1,0,26,"['drama', 'comedy', 'crime']",['US'],2,tt9134194,7,10725,17.648,8.089
Netflix,0,ts74816,American Vandal,exclusive,SHOW,0,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,2017,L10Y,1,New,TV-MA,mature,1,0,33,"['crime', 'comedy', 'drama']",['US'],2,tt6877772,8.1,30399,17.642,7.6
Netflix,0,tm369594,I'm Thinking of Ending Things,exclusive,MOVIE,1,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,2020,L10Y,1,New,R,mature,1,0,134,"['drama', 'thriller', 'fantasy']",['US'],,tt7939766,6.6,83093,17.61,6.6
Netflix,0,tm455059,We Die Young,exclusive,MOVIE,1,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",2019,L10Y,1,New,R,mature,1,0,93,"['thriller', 'drama', 'action', 'crime', 'european']","['BG', 'US']",,tt7903530,5.2,4181,17.605,6.9
Netflix,0,tm232832,The Lion Woman,exclusive,MOVIE,1,"Eva Arctander is born with hypertrichosis, meaning that she is covered from head to toe with fine blonde hair. Her father is so ashamed of her that he hides her away from the world in their apartment. However, Eva’s nanny fights for her right to be treated like everyone else.",2016,L10Y,1,New,PG-13,mature,1,0,126,"['drama', 'european']","['SE', 'NO']",,tt4677578,6.6,1410,17.587,6.9
Netflix,0,ts82584,Rise of the Teenage Mutant Ninja Turtles,exclusive,SHOW,0,"Rise up! The Teenage Mutant Ninja Turtles get an all-new look, new weapons, and awesome new powers! Join the legendary heroes, Raph, Leo, Donnie and Mikey as these brothers discover a Hidden City beneath New York, learn amazing mystic ninja skills, battle absurd mutants… and always find time for a slice of their favorite pizza! Cowabunga!",2018,L10Y,1,New,TV-Y7,youth,0,0,17,"['action', 'comedy', 'drama', 'scifi', 'family', 'fantasy', 'animation']",['US'],2,tt6601082,4.9,3153,17.577,6.4
Netflix,0,ts82445,Ashes of Love,exclusive,SHOW,0,Jin Mi is the daughter of a flower deity who is fed a pill that prevents her from feeling or expressing romantic love. She gets tangled in a love triangle with Heavenly Prince Xu Feng and the ambitious Night Deity Run Yu.,2018,L10Y,1,New,TV-14,mature,1,0,43,"['comedy', 'drama', 'thriller', 'fantasy', 'romance']",['CN'],1,tt8976346,8.3,1963,17.576,8.6
HBO Max,1,tm21177,Billy Elliot,exclusive,MOVIE,1,"Set against the background of the 1984 Miners' Strike, 11-year-old Billy Elliot stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes.",2000,Old,0,New,PG-13,mature,1,0,110,"['comedy', 'drama', 'music', 'european']","['FR', 'GB']",,tt0249462,7.7,133530,17.572,7.6
Netflix,0,tm205890,The Take,exclusive,MOVIE,1,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",2016,L10Y,1,New,R,mature,1,0,92,"['action', 'drama', 'crime', 'thriller']","['US', 'FR', 'LU', 'GB']",,tt2368619,6.3,43449,17.563,6.3
Netflix,0,ts25765,Vampire Knight,exclusive,SHOW,0,"Yuki Cross, along with her best friend Zero, attempts to keep the peace between humans and vampires at Cross Academy, but personal issues soon threaten the situation.",2008,Old,0,New,TV-14,mature,1,0,25,"['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance']",['JP'],2,tt1209393,7.3,5245,17.547,8.4
HBO Max,1,tm172786,Gangster Squad,exclusive,MOVIE,1,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",2013,L10Y,1,New,R,mature,1,0,113,"['thriller', 'action', 'crime', 'drama']",['US'],,tt1321870,6.7,213629,17.536,6.3
Netflix,0,ts222438,Cagaster of an Insect Cage,exclusive,SHOW,0,"Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother.",2020,L10Y,1,New,TV-14,mature,1,0,28,"['drama', 'scifi', 'action', 'animation']",['JP'],1,,,,17.526,8.1
HBO Max,1,tm50009,Max Payne,exclusive,MOVIE,1,"A DEA agent whose family was slain as part of a conspiracy, and an assassin out to avenge her sister's death, join forces to solve a series of murders in New York City.",2008,Old,0,New,PG-13,mature,1,0,100,"['thriller', 'drama', 'crime', 'scifi', 'fantasy', 'action']","['CA', 'US']",,tt0467197,5.3,125625,17.497,5.3
HBO Max,1,tm151065,The Secret in Their Eyes,exclusive,MOVIE,1,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,2009,Old,0,New,R,mature,1,0,130,"['drama', 'european', 'romance', 'thriller']","['AR', 'ES']",,tt1305806,8.2,206020,17.489,8
Netflix,0,ts55720,GLOW,exclusive,SHOW,0,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",2017,L10Y,1,New,TV-MA,mature,1,0,34,"['drama', 'comedy', 'sport', 'reality']",['US'],4,tt0784878,8,45533,17.486,7.4
Netflix,0,tm169949,Just Like Heaven,exclusive,MOVIE,1,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",2005,Old,0,New,PG-13,mature,1,0,95,"['romance', 'drama', 'comedy', 'fantasy']",['US'],,tt0425123,6.7,108029,17.486,6.9
Netflix,0,ts85985,Cowboy Bebop,exclusive,SHOW,0,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",2021,L10Y,1,New,TV-MA,mature,1,0,45,"['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime']",['US'],1,tt1267295,6.6,35427,17.479,6.8
Netflix,0,ts55781,Black Spot,exclusive,SHOW,0,"In the small bordertown of Villefranche, lost in the heart of a large forest, crime rate is six times higher than elsewhere in the area. Each new crime Major Laurène Weiss solves with the help of her unusual team makes her sink deeper and deeper into secrets of the area.",2017,L10Y,1,New,TV-MA,mature,1,0,55,"['drama', 'crime', 'thriller', 'horror', 'european']","['BE', 'FR']",2,tt6519410,7.4,11068,17.457,7
Netflix,0,tm244233,The Book of Henry,exclusive,MOVIE,1,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",2017,L10Y,1,New,PG-13,mature,1,0,106,"['drama', 'thriller', 'crime']",['US'],,tt4572792,6.5,27262,17.456,7.5
HBO Max,1,tm29385,The Break-Up,exclusive,MOVIE,1,"Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",2006,Old,0,New,PG-13,mature,1,0,105,"['romance', 'drama', 'comedy']",['US'],,tt0452594,5.8,131597,17.456,5.8
Netflix,0,tm288010,Final Score,exclusive,MOVIE,1,"When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",2018,L10Y,1,New,R,mature,1,0,104,"['action', 'drama', 'thriller']","['GB', 'US']",,tt5254610,5.7,11967,17.411,6.1
Netflix,0,tm451512,Close,exclusive,MOVIE,1,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",2019,L10Y,1,New,R,mature,1,0,95,"['action', 'thriller', 'drama']","['US', 'GB']",,tt5316540,5.7,24755,17.405,5.82
Netflix,0,tm449070,Black Mirror: Bandersnatch,exclusive,MOVIE,1,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",2018,L10Y,1,New,R,mature,1,0,90,"['drama', 'thriller', 'scifi', 'fantasy']","['GB', 'US']",,tt9495224,7.1,125229,17.397,6.8
Netflix,0,tm328443,Illang: The Wolf Brigade,exclusive,MOVIE,1,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",2018,L10Y,1,New,R,mature,1,0,139,"['action', 'thriller', 'drama', 'scifi']",['KR'],,tt3967878,5.9,5138,17.354,6.4
Netflix,0,ts18010,Bloodline,exclusive,SHOW,0,"A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.",2015,L10Y,1,New,TV-MA,mature,1,0,57,"['drama', 'thriller']",['US'],3,tt3520702,7.9,51422,17.338,7.3
Netflix,0,ts302653,Light the Night,exclusive,SHOW,0,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",2021,L10Y,1,New,TV-MA,mature,1,0,59,"['drama', 'crime', 'thriller']",['TW'],3,tt15808044,7.4,1054,17.328,8.9
Netflix,0,ts187443,The Minions of Midas,exclusive,SHOW,0,"Los Favoritos de Midas is based on the 1901 short story by Jack London. The six-part series follows Victor, a rich businessman, who is blackmailed in a strange way by a mysterious organization.",2020,L10Y,1,New,TV-MA,mature,1,0,53,"['crime', 'drama', 'thriller']",['ES'],1,tt10147520,6.6,4134,17.311,7
Netflix,0,ts38758,Ajin,exclusive,SHOW,0,"17 years ago, immortals first appeared on the battlefields of Africa. Later, rare, unknown new immortal lifeforms began appearing among humans, and they became known as ""Ajin"" (demi-humans). Just before summer vacation, a Japanese high school student is instantly killed in a traffic accident on his way home from school. However, he is revived, and a price is placed on his head. Thus begins a boy's life on the run from all of humankind.",2016,L10Y,1,New,TV-MA,mature,1,0,23,"['action', 'scifi', 'thriller', 'animation', 'horror', 'drama', 'fantasy']",['JP'],2,tt5537534,7.6,6199,17.293,8.2
Netflix,0,ts38761,Another Miss Oh,exclusive,SHOW,0,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,2016,L10Y,1,New,TV-MA,mature,1,0,69,"['comedy', 'drama', 'family', 'fantasy', 'romance']",['KR'],1,tt5679572,7.8,1866,17.289,8.2
Netflix,0,ts54054,Imposters,exclusive,SHOW,0,"Maddie, a persona shifting con-artist who is as beautiful as she is dangerous, leaves her unwitting victims tormented when they realize they have been used and robbed of everything – including their hearts. But things get complicated when her former targets, Ezra, Richard, and Jules team up to track her down.",2017,L10Y,1,New,TV-14,mature,1,0,43,"['drama', 'thriller', 'comedy', 'crime']",['US'],2,tt5212822,7.8,13529,17.273,7.3
Netflix,0,ts110635,Luna Nera,exclusive,SHOW,0,A group of women are suspected of witchcraft in 17th century Italy.,2020,L10Y,1,New,TV-MA,mature,1,0,45,"['drama', 'fantasy', 'thriller', 'scifi']",['IT'],1,tt8403622,5.9,2996,17.252,7.7
Netflix,0,ts78080,Everything Sucks!,exclusive,SHOW,0,"It's 1996 in a town called Boring, Oregon, where high school misfits in the AV and drama clubs brave the ups and downs of teenage emotions in the VHS era.",2018,L10Y,1,New,TV-14,mature,1,0,24,"['drama', 'comedy']",['US'],1,tt7078710,7.5,18621,17.251,7.8
Netflix,0,ts57913,Strongest Deliveryman,exclusive,SHOW,0,Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals -- and bump into love along the way.,2017,L10Y,1,New,TV-MA,mature,1,0,55,"['drama', 'romance']",['KR'],1,tt7022748,7.3,660,17.237,6.8
Netflix,0,tm1092075,Forever Rich,exclusive,MOVIE,1,A rising rap superstar spirals out when a humiliating video goes viral and pushes him into a battle for redemption — over the course of one long night.,2021,L10Y,1,New,R,mature,1,0,90,"['crime', 'comedy', 'drama', 'music', 'thriller']",['NL'],,tt12748300,5.5,1025,17.216,6
Netflix,0,ts313689,Our Beloved Summer,exclusive,SHOW,0,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",2021,L10Y,1,New,TV-14,mature,1,0,61,"['comedy', 'drama']",['KR'],1,,,,17.209,8.9
HBO Max,1,tm166550,War Horse,exclusive,MOVIE,1,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",2011,Old,0,New,PG-13,mature,1,0,146,"['war', 'drama', 'action', 'history']",['US'],,tt1568911,7.2,155590,17.208,7.3
HBO Max,1,tm148220,Escobar: Paradise Lost,exclusive,MOVIE,1,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",2014,L10Y,1,New,PG-13,mature,1,0,120,"['thriller', 'drama', 'history', 'romance', 'crime', 'european']","['BE', 'FR', 'ES']",,tt2515030,6.5,22053,17.205,6.3
HBO Max,1,tm191016,Breakdown,exclusive,MOVIE,1,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",1997,Old,0,New,R,mature,1,0,90,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],,tt0118771,7,54172,17.202,6.8
HBO Max,1,tm126527,The Color Purple,exclusive,MOVIE,1,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",1985,Old,0,Middle,PG-13,mature,1,0,154,['drama'],['US'],,tt0088939,7.7,85292,17.188,7.8
HBO Max,1,tm243870,All I See Is You,exclusive,MOVIE,1,A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,2017,L10Y,1,New,R,mature,1,0,110,"['thriller', 'romance', 'drama', 'european']",['US'],,tt4486986,5.4,11860,17.184,5.1
HBO Max,1,tm173191,Larry Crowne,exclusive,MOVIE,1,"When he suddenly finds himself without his long-standing blue-collar job, Larry Crowne enrolls at his local college to start over. There, he becomes part of an eclectic community of students and develops a crush on his teacher.",2011,Old,0,New,PG-13,mature,1,0,98,"['romance', 'comedy', 'drama']",['US'],,tt1583420,6.1,66818,17.165,5.9
HBO Max,1,tm29531,What to Expect When You're Expecting,exclusive,MOVIE,1,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",2012,Old,0,New,PG-13,mature,1,0,110,"['romance', 'comedy', 'drama']",['US'],,tt1586265,5.7,72507,17.15,6
Netflix,0,ts237107,Sweet Magnolias,exclusive,SHOW,0,"Lifelong friends Maddie, Helen and Dana Sue lift each other as they juggle relationships, family and careers in the small, Southern town of Serenity.",2020,L10Y,1,New,TV-14,mature,1,0,50,"['drama', 'romance']",['US'],2,tt9077540,7.3,17689,17.137,7.9
HBO Max,1,ts236950,I May Destroy You,exclusive,SHOW,0,"Set in London, where gratification is only an app away, the story centers on Arabella,  a carefree, self-assured Londoner with a group of great friends, a boyfriend in Italy, and a burgeoning writing career. But when her drink is spiked, she must question and rebuild every element of her life.",2020,L10Y,1,New,TV-MA,mature,1,0,31,['drama'],"['US', 'GB']",1,tt11204260,8.1,19945,17.136,7.8
HBO Max,1,tm81013,Gone Baby Gone,exclusive,MOVIE,1,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",2007,Old,0,New,R,mature,1,0,113,"['crime', 'drama', 'thriller']",['US'],,tt0452623,7.6,268889,17.125,7.3
Netflix,0,ts75749,Because This Is My First Life,exclusive,SHOW,0,"Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Hee’s house. They become housemates.",2017,L10Y,1,New,TV-14,mature,1,0,69,"['drama', 'comedy', 'romance']",['KR'],1,tt7278588,8.1,4656,17.121,8.6
HBO Max,1,ts1936,Angels in America,exclusive,SHOW,0,"Set in 1985, the miniseries has at its core the story of two couples whose relationships dissolve amidst the backdrop of Reagan era politics, the spreading AIDS epidemic, and a rapidly changing social and political climate.",2003,Old,0,New,TV-MA,mature,1,0,60,"['scifi', 'drama', 'romance', 'fantasy']",['US'],1,tt0340523,8.2,27479,17.119,7.9
HBO Max,1,ts34087,Puella Magi Madoka Magica,exclusive,SHOW,0,"She has a loving family and best friends, laughs and cries from time to time... Madoka Kaname, an eighth grader of Mitakihara middle school, is one of those who lives such a life. One day, she had a very magical encounter. She doesn't know if it happened by chance or by fate yet. This is a fateful encounter that can change her destiny. This is a beginning of the new story of the magical witch girls.",2011,Old,0,New,TV-14,mature,1,0,24,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],1,tt1773185,8.3,9055,17.086,8.2
HBO Max,1,tm9142,Harley Davidson and the Marlboro Man,exclusive,MOVIE,1,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",1991,Old,0,New,R,mature,1,0,98,"['thriller', 'action', 'crime', 'drama', 'western']",['US'],,tt0102005,6.1,20145,17.054,6.4
HBO Max,1,tm34528,The X Files: I Want to Believe,exclusive,MOVIE,1,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",2008,Old,0,New,PG-13,mature,1,0,104,"['thriller', 'drama', 'crime', 'horror', 'scifi']","['US', 'CA']",,tt0443701,5.9,91106,17.038,5.7
Netflix,0,tm160800,Chaos,exclusive,MOVIE,1,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.",2005,Old,0,New,R,mature,1,0,106,"['crime', 'drama', 'action', 'thriller', 'european']","['CA', 'GB', 'US']",,tt0402910,6.4,54900,17.029,6.3
Netflix,0,ts57811,Fate/Apocrypha,exclusive,SHOW,0,The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,2017,L10Y,1,New,TV-14,mature,1,0,24,"['scifi', 'action', 'animation', 'drama', 'fantasy']",['JP'],1,tt6424454,6.6,2299,17.023,7.7
Netflix,0,ts53198,One Day at a Time,exclusive,SHOW,0,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",2017,L10Y,1,New,TV-PG,youth,0,0,28,"['comedy', 'drama']",['US'],4,tt5339440,8.1,16167,17.017,8.1
Netflix,0,tm101914,The Fighter,exclusive,MOVIE,1,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",2010,Old,0,New,R,mature,1,0,115,['drama'],['US'],,,,,17.007,7.4
Netflix,0,ts129445,The Spy,exclusive,SHOW,0,Based on the life of Israeli spy Eli Cohen.,2019,L10Y,1,New,TV-MA,mature,1,0,53,"['drama', 'history']",['FR'],1,tt5952634,7.9,41237,16.993,7.6
HBO Max,1,tm92718,Buried,exclusive,MOVIE,1,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,2010,Old,0,New,R,mature,1,0,95,"['thriller', 'drama', 'european']","['US', 'FR', 'ES']",,tt1462758,7,159055,16.99,6.6
Netflix,0,tm78592,Michael Clayton,exclusive,MOVIE,1,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,2007,Old,0,New,R,mature,1,0,114,"['thriller', 'drama', 'crime']",['US'],,tt0465538,7.2,165109,16.97,6.7
Netflix,0,tm366889,Vice,exclusive,MOVIE,1,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and Defense Secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",2018,L10Y,1,New,R,mature,1,0,132,"['comedy', 'drama', 'documentation']",['US'],,tt6266538,7.2,139439,16.962,7.059
HBO Max,1,ts84322,The Righteous Gemstones,exclusive,SHOW,0,"The story of a world-famous televangelist family with a history of deviance, greed and, yes, charitable work, all in the name of Jesus.",2019,L10Y,1,New,TV-MA,mature,1,0,38,"['comedy', 'drama']",['US'],2,tt8634332,8.1,30023,16.932,7.1
HBO Max,1,tm54001,The Reader,exclusive,MOVIE,1,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",2008,Old,0,New,R,mature,1,0,124,"['drama', 'romance', 'european']","['US', 'DE']",,tt0976051,7.6,241263,16.927,7.4
HBO Max,1,tm32658,Moonrise Kingdom,exclusive,MOVIE,1,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",2012,Old,0,New,PG-13,mature,1,0,94,"['drama', 'romance', 'comedy']",['US'],,tt1748122,7.8,341879,16.839,7.7
HBO Max,1,ts20521,Wallander,exclusive,SHOW,0,"This drama follows Inspector Kurt Wallander – a middle-aged everyman – as he struggles against a rising tide of violence in the apparently sleepy backwaters in and around Ystad in Skane, southern Sweden. Based on the international best-selling books by Henning Mankell.",2008,Old,0,New,TV-14,mature,1,0,90,"['crime', 'thriller', 'drama', 'european']",['GB'],4,tt1178618,7.9,14852,16.799,7.6
